date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:54	377239/377239	--FM--	200	added ('OK')	text/html		file://C:/karratha.html	C:/My%20Web%20Sites/ktownwiki/file/C_/karratha.html	(from )
13:28:54	183950/183950	--FM--	200	added ('OK')	text/css		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/load.css	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/load.css	(from )
13:28:54	6773/6773	--FM--	200	added ('OK')	text/css		file://C:/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/load_002.css	C:/My%20Web%20Sites/ktownwiki/file/C_/Users/Sam/Desktop/Karratha,%20Western%20Australia%20-%20Wikipedia_files/load_002.css	(from )
13:28:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Aug%202025%2005:28:56%20GMT	https://upload.wikimedia.org/	C:/My%20Web%20Sites/ktownwiki/upload.wikimedia.org/index.html	(from )
13:28:55	165902/165902	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Aug%202025%2012:17:21%20GMT	https://en.m.wikipedia.org/wiki/Karratha,_Western_Australia	C:/My%20Web%20Sites/ktownwiki/en.m.wikipedia.org/wiki/Karratha,_Western_Australia.html	(from )
13:28:57	118438/118438	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Aug%202025%2005:28:56%20GMT	https://en.wikipedia.org/w/index.php?title=Karratha,_Western_Australia&action=edit	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/w/index302d.html	(from )
13:28:57	1313/1313	---M--	200	added ('OK')	image/png	etag:%22521-630cea0d56600%22	https://en.wikipedia.org/static/apple-touch/wikipedia.png	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/static/apple-touch/wikipedia.png	(from )
13:28:57	2734/2734	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22aae-630cea0d56600%22	https://en.wikipedia.org/static/favicon/wikipedia.ico	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/static/favicon/wikipedia.ico	(from )
13:28:58	906/906	---M-Z	200	added ('OK')	application/opensearchdescription+xml	date:Sat,%2009%20Aug%202025%2005:25:25%20GMT	https://en.wikipedia.org/w/rest.php/v1/search	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/w/rest.php/v1/search	(from )
13:28:59	605/605	---MCZ	200	added ('OK')	application/rsd+xml	date:Sat,%2009%20Aug%202025%2005:29:00%20GMT	https://en.wikipedia.org/w/api.php?action=rsd	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/w/api-result251f.xml	(from )
13:29:00	188760/188760	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Aug%202025%2012:17:21%20GMT	https://en.wikipedia.org/wiki/Karratha,_Western_Australia	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/wiki/Karratha,_Western_Australia.html	(from )
13:29:00	29254/29254	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Jun%202025%2013:19:38%20GMT	https://creativecommons.org/licenses/by-sa/4.0/deed.en	C:/My%20Web%20Sites/ktownwiki/creativecommons.org/licenses/by-sa/4.0/deed.html	(from )
13:29:01	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2009%20Aug%202025%2005:29:02%20GMT	https://en.wikipedia.org/w/index.php?title=Special:RecentChanges&feed=atom	C:/My%20Web%20Sites/ktownwiki/en.wikipedia.org/w/index.8890f.delayed	(from )
